id,definition
cavity of left hemithorax,Cavity of hemithorax demarcated from the mediastinum by the medial surface of the left mediastinal pleura.
left hypoglossal nerve tract,
medial branch of anterior cutaneous branch of second intercostal nerve,
c2 segment of cuneate fasciculus of spinal cord,
l4 branch to left iliocostalis lumborum,
trunk of nerve to rectus capitis anterior,
infra-azygos area,
dorsal thoracic nucleus of lumbar segment of right dorsal gray column of spinal cord,
posterior brachial cutaneous nerve,
distal epiphysis of proximal phalanx of thumb,
neurovascular bundle of left retropectoralis minor compartment,
lobule V of hemisphere of cerebellum,
Fe-EHPG,
right claustrum,
medial amygdaloid nucleus,
anterior olfactory nucleus,
posterolateral border of fibula,
neuronal component of gray matter of telencephalon,
infrapatellar fat pad recess,
left auriculotemporal nerve,
zone of small intestine,
neural network of free lower limb,
tendon of gluteus maximus,
posterior ramus of left fourth sacral nerve,
external granular layer of right primary motor cortex,
RID14040,
medium energy parallel hole high-resolution,
white matter of diencephalon,
medial branch of dorsal branch of left third lumbar artery,
diaphysis of left third metacarpal bone,
set of superior clunial nerves,
internal circular muscle layer of ampulla of right uterine tube,
radial nerve component of posterior root of right sixth cervical nerve,
left fifth cervical spinal ganglion,
lobular segment,
meningioma WHO grade III,
pancreaticosplenic lymphatic vessel,
myelitis,"Inflammation of the spinal cord. Relatively common etiologies include infections; autoimmune diseases; spinal cord; and ischemia (see also spinal cord VASCULAR DISEASES). Clinical features generally include weakness, sensory loss, localized pain, incontinence, and other signs of autonomic dysfunction. [MeSH]"
lateral root trunk proper segment of C6 root of median nerve,
temporal operculum,
anterior branch of lateral cutaneous branch of right eighth intercostal nerve,
second cervical spinal ganglion,
endoscopic sclerotherapy,
great cerebral vein,
chronic infiltrative lung disease,
white matter of anterior segment of left paracentral lobule,
posterior cord segment of C6 root of superior subscapular nerve,
radial nerve component of trunk proper of anterior ramus of left sixth cervical nerve,
certainty descriptor,"The condition in which reasonable knowledge regarding risks, benefits, or the future is not available. [MeSH]"
prevesical space,
ulnar collateral ligament of wrist,
peripheral segment of tenth thoracic spinal nerve,
belly of left vastus medialis,
occipital vein,
spoke-wheel,
neural network of left fifth metatarsal bone,
perspective volume rendering,
tendon of first interspinalis cervicis,
antral bowing sign,"Posterior wall of the maxillary sinus bows anteriorly on a lateral radiograph or CT. Originally ascribed to juvenile nasopharyngeal angiofibroma; may also result from fibrous hisitocytoma, schwannoma, or lymphoepithelioma of the retromaxillary region."
orbital branch of right maxillary nerve to right sphenoidal sinus,
segment of root of median nerve,
anterior radicular branch of spinal branch of left first lumbar artery,
external granular layer of right Brodmann area 39,
abnormal uptake kinetics,An artifact that results when an imaging agent is not absorbed or metabolized at the expected rate.
distal segment of C7 root of left median nerve,
collateral branch of first intercostal nerve,
WaitingForTransport,
wall of lateral ventricle,
rootlet of fourth cervical nerve,
trunk of right tenth thoracic nerve,
body of medial meniscus,
without port,
anterior rootlet of left second sacral nerve,
vasculature,
brodmann area 20 of inferior temporal gyrus,
dura mater of posterior rootlet of right second lumbar nerve,
air crescent sign,"Crescent-shaped lucency around a lesion in the lung, visible on both radiography and CT. Typically suggests invasive pulmonary aspergillosis."
superior subscapular nerve component of trunk proper of anterior ramus of left sixth cervical nerve,
umbilicus,The pit in the center of the abdominal wall marking the point where the umbilical cord entered in the fetus. [MeSH]
tendon of left semispinalis thoracis,
branch of left external acoustic meatus nerve to left tympanic membrane,
nerve to left latissimus dorsi (1),
proximal tendon of vastus lateralis,
meningeal branch of left first cervical nerve,
neural network of left leg,
subhypoglossal nucleus,
body of fourth ventricle,
posterior rootlet of left coccygeal nerve,
foramen of skull,
superior bulb of jugular vein,
nervous system of pectoral girdle,
upper portion of femurs,
splenocolic ligament,
cerebral nerve fasciculus,
brodmann area 37 of right inferior temporal gyrus,
lateral branch of posterior ramus of lumbar nerve,
meningeal branch of ninth thoracic nerve,
segment of trunk of posterior division of anterior ramus of first thoracic nerve,
right muscular triangle,
posterior branch of lateral cutaneous branch of ventral branch of left second lumbar artery,
anterior tibiotalar ligament,
anterior ethmoidal vein,
nerve to left flexor digitorum profundus,
proximal lateral striate branch of middle cerebral artery,
wall of body of uterus,
left medial oculomotor nucleus,
pseudotumor sign,"Fluid-filled loop of bowel resembling a soft-tissue mass; outlined by adjacent gas-filled loop, and often containing air-fluid levels. Loop is fixated. Suggests closed-loop obstruction."
mammary branch of left internal thoracic artery,
articular branch of posterior ramus of eighth thoracic nerve,
branch of left sixth intercostal nerve to left transversus thoracis,
inferior subscapular nerve component of posterior root of left sixth cervical nerve,
posterior branch of lateral cutaneous branch of ventral branch of third lumbar artery,
superior salivatory nucleus,
flail leaflet,
nerve to sixth internal intercostal muscle,
branch of central retinal artery,
dorsal part of culmen,
lacrimal margin of maxilla,
articular branch of posterior ramus of right fourth thoracic nerve,
dome of urinary bladder,
phase non-uniformity arising from static field inhomogeneity,"There are many causes of phase non-uniformity, one of which is inhomogeneity of the static field."
oblique head of right adductor pollicis,
flow disorder,
Rancke complex,Combination of calcified peripheral nodule (Ghon lesion) and calcified hilar lymph nodes.
lipomatous neoplasm,Neoplasms composed of fatty tissue or connective tissue made up of fat cells in a meshwork of areolar tissue. The concept does not refer to neoplasms located in adipose tissue. [MeSH]
thoracodorsal nerve component of superior trunk segment of left sixth cervical nerve,
4th,
postganglionic segment of posterior root of left third sacral spinal nerve,
muscular tributary of ventral tributary of third lumbar vein,
superior subscapular nerve component of trunk of posterior division of anterior ramus of left fifth cervical nerve,
lateral surface of abdominal part of esophagus,
left nipple,
real-time,
articularis genus,
rhomboid major branch of right dorsal scapular artery,
insufficient,
diaphysis of middle phalanx of fourth toe,
white matter of cuneus,
branch of right eighth intercostal nerve to right rectus abdominis,
resistive shim coil,
posterior rootlet of right first thoracic nerve,
teres major branch of right posterior circumflex humeral artery,
musculature of abdomen,
anatomically-related descriptor,
nasomaxillary suture,
Subdivision of apical part of peripheral zone of prostate,
fluid-attenuated,
fascia of individual organ,
lateral cutaneous tributary of ventral tributary of right fourth lumbar vein,
branch of left tenth intercostal nerve to left internal oblique,
mucosal erosion,
deep posterior compartment of leg,
diaphysis of clavicle,
belly of third dorsal interosseous of left hand,
interstitial,
truncation artifact,"Bright and dark ripples (bands, lines, rings) adjacent to and paralleling high-contrast interfaces. It is due to the inability of truncated Fourier series or finite number of sine waves to perfectly describe a square wave (step-like change in signal). It is usually more pronounced in the phase encoding direction. The ripples have constant periodicity for a given axis and uniform decay. The periodicity depends on the acquisition matrix. Gibbs phenomenon refers to the 8.95% signal overshoot at a signal boundary that occurs with an infinite Fourier series and is due to the lack of convergence of the Fourier integral at point of function discontinuity."
medial proper palmar digital branch of left median nerve to left thumb,
right lateral supraclavicular nerve,
bismuth,"A metallic element that has the atomic symbol Bi, atomic number 83 and atomic weight 208.98. [MeSH]"
conjunctival branch of left supratrochlear nerve,
thoracodorsal nerve component of inferior trunk segment of left eighth cervical nerve,
branch of left eighth intercostal nerve to diaphragm,
posterior wall of body of stomach,
t3 segment,
prostatic urethra,PIRADS: The proximal prostatic urethra extends from the bladder neck at the base of the prostate to verumontanum in the mid prostate. The distal prostatic urethra extends from the verumontanum to the membranous urethra and contains striated muscle of the urethral sphincter.
zone of orbicularis oris,
internal cerebral vein,
radial collateral branch of left deep brachial artery,
left sternal artery,
internal granular layer of left Brodmann area 13,
anterior root of left seventh cervical nerve,
veno-occlusive disease,
branch of posterior muscular branch of radial nerve to lateral head of triceps brachii,
trunk of ganglionic branch of lingual nerve to sublingual ganglion,
serous,
retrodorsal segment of right ventral gray column of spinal cord,
